baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,GeneID,Gene_Symbol,Gene_Description
1031.80161275854,5.76744544731345,0.466266848805768,12.3694091957972,3.826253795186e-35,9.63560027164841e-32,4320,MMP11,matrix metallopeptidase 11
2264.93127545659,5.40884978174394,0.518160313841542,10.4385643540389,1.65291477072769e-25,1.38750388468513e-22,8632,DNAH17,dynein axonemal heavy chain 17
793.297870573294,5.3585567872862,0.330148397235595,16.2307520864998,3.05690866352923e-59,5.38871859206932e-55,4318,MMP9,matrix metallopeptidase 9
1993.39374971442,5.18441313880864,0.68882405319669,7.52646937160346,5.21307010768619e-14,7.92206895330105e-12,6696,SPP1,secreted phosphoprotein 1
10090.0342689479,5.13282844624261,0.544092838665927,9.43373645355801,3.95734958606312e-21,2.05176936773885e-18,3918,LAMC2,laminin subunit gamma 2
18044.7184655796,4.99452018834269,0.800468906902267,6.239493058726,4.38991233780642e-10,2.42587381476023e-08,3872,KRT17,keratin 17
39053.1627412553,4.55863189984858,0.982545682426571,4.63961318174055,3.49061923108889e-06,5.08114251078736e-05,3861,KRT14,keratin 14
502.29218791235,4.55148502884323,0.874005958613846,5.20761327080857,1.91285071343451e-07,4.45328448976596e-06,8638,OASL,2'-5'-oligoadenylate synthetase like
1290.28110617265,4.45542585130658,0.956594077461298,4.65759297102363,3.19927956676498e-06,4.7257226245566e-05,3858,KRT10,keratin 10
460.442118500411,4.38837136053065,0.689820306858368,6.36161521616623,1.99643067878683e-10,1.2348449124791e-08,169044,COL22A1,collagen type XXII alpha 1 chain
1056.24750928732,4.38425691249725,0.575523568626247,7.61785815820247,2.57919485614983e-14,4.02354397559374e-12,5744,PTHLH,parathyroid hormone like hormone
272.244202262332,4.29721265560924,0.613934272916026,6.9994669546605,2.56938171881618e-12,2.57346937155066e-10,64220,STRA6,signaling receptor and transporter of retinol STRA6
505.505101187165,4.15673802776907,0.539872843235433,7.69947605228285,1.36625272807536e-14,2.36120618534435e-12,115908,CTHRC1,collagen triple helix repeat containing 1
687.778455709518,4.00606006346785,1.31568912470394,3.04483786348032,0.00232805778057899,0.0104611273403126,51806,CALML5,calmodulin like 5
283.168426345536,3.99636897966497,0.536103467096183,7.45447329656605,9.02275479329569e-14,1.29311480891233e-11,4283,CXCL9,C-X-C motif chemokine ligand 9
409.758651847151,3.99104255361256,0.456929771335516,8.73447694587183,2.44786176003444e-18,8.63018142117743e-16,387882,C12orf75,chromosome 12 open reading frame 75
232.931807286697,3.94644780224882,0.5483662043565,7.19673782026724,6.16701801361589e-13,7.19948301616033e-11,114827,FHAD1,forkhead associated phosphopeptide binding domain 1
130.789473516167,3.94144452121139,0.538440362733939,7.32011341274389,2.47761471479627e-13,3.14211454621789e-11,57167,SALL4,spalt like transcription factor 4
256.321188702854,3.9028989853393,0.510873782070441,7.63965410305819,2.17806077230131e-14,3.45899597244391e-12,503638,DUXAP9,double homeobox A pseudogene 9
212.905381944344,3.81279978497759,0.535930731242847,7.11435184195455,1.12439979896443e-12,1.23880747850906e-10,339761,CYP27C1,cytochrome P450 family 27 subfamily C member 1
149.030900032479,3.80503564125549,0.586245750584127,6.4905129588815,8.55446070261564e-11,5.86762775352951e-09,57718,PPP4R4,protein phosphatase 4 regulatory subunit 4
905.450517157499,3.79386660258699,0.469352177960015,8.08319803495232,6.30900481136338e-16,1.42583508736812e-13,8038,ADAM12,ADAM metallopeptidase domain 12
212.216369949212,3.74247883936721,0.847226234456671,4.41733115331027,9.99270745801848e-06,0.000122327393798576,4741,NEFM,neurofilament medium chain
404.529216650515,3.7418277279435,0.299330160513207,12.5006705690067,7.40242272370403e-36,2.60979815546909e-32,140766,ADAMTS14,ADAM metallopeptidase with thrombospondin type 1 motif 14
284.711804549249,3.64099808484366,0.422712670530297,8.61341128070753,7.09181124472695e-18,2.23240086825083e-15,4237,MFAP2,microfibril associated protein 2
264.424629501259,3.64091247766565,0.496314440456019,7.33589873855039,2.20238497236153e-13,2.85572218846132e-11,9388,LIPG,"lipase G, endothelial type"
222.954145223767,3.6171345111269,0.62998192494056,5.74164808215439,9.37595165350267e-09,3.35933487292571e-07,84830,ADTRP,androgen dependent TFPI regulating protein
1897.62437942882,3.56198678018594,0.648808057156887,5.49004708078805,4.01826618237569e-08,1.1884898701832e-06,2537,IFI6,interferon alpha inducible protein 6
185.987006027697,3.5584098915825,0.557009116722808,6.38842307019783,1.67605104940613e-10,1.05038198403601e-08,204962,SLC44A5,solute carrier family 44 member 5
621.248002143056,3.55532120691456,0.581356947215831,6.1155564132179,9.62206354532454e-10,4.77796439935158e-08,3084,NRG1,neuregulin 1
8867.46150763302,-7.89817797123375,1.30793751253275,-6.03865084956496,1.55408102391011e-09,7.3445952518733e-08,394263,MUC21,"mucin 21, cell surface associated"
205597.827579642,-7.81259570934968,1.34813641176898,-5.79510770656973,6.82773479500808e-09,2.54998535945768e-07,3851,KRT4,keratin 4
29690.1125173186,-7.78106432836821,1.19196899015335,-6.52790835386345,6.66944820302034e-11,4.66543781439851e-09,49860,CRNN,cornulin
11690.0978932142,-7.41536649544118,1.01083946078707,-7.33584983877399,2.20318934439947e-13,2.85572218846132e-11,4118,MAL,"mal, T cell differentiation protein"
295788.591196275,-7.29909743680621,1.35407749810148,-5.39045767102704,7.02784686403597e-08,1.90595206952656e-06,3860,KRT13,keratin 13
3307.98332972335,-6.42258861355446,1.27326675388147,-5.04418150711594,4.55466794854763e-07,9.39060661953189e-06,440854,CAPN14,calpain 14
35953.4233503412,-6.30758934084074,1.25909824610816,-5.00960855146717,5.45408567434653e-07,1.09379547516929e-05,6707,SPRR3,small proline rich protein 3
10989.8856641907,-6.0582380373758,1.33378736877912,-4.54213181140049,5.56882020865463e-06,7.51474341556621e-05,196374,KRT78,keratin 78
4376.41797280931,-5.84345060514343,1.31759396259136,-4.43494033142874,9.20977938646012e-06,0.000114372640892746,22802,CLCA4,chloride channel accessory 4
5255.19760825771,-5.65051214116292,1.36736122357266,-4.13242093146329,3.58962267943762e-05,0.000358311826688144,8796,SCEL,sciellin
7837.37904931652,-5.54061819231788,0.971853889188081,-5.70108146292103,1.19049723513879e-08,4.0435617073269e-07,2312,FLG,filaggrin
15263.2967837627,-5.32243809845206,1.36197717773785,-3.90787612703781,9.31110206085125e-05,0.000772768865954265,51458,RHCG,Rh family C glycoprotein
4209.94730537899,-5.13735054434978,1.29343187899889,-3.97187561847173,7.13089520482593e-05,0.000626324965972454,29943,PADI1,peptidyl arginine deiminase 1
8079.83820443417,-5.1039248888692,1.35635595443325,-3.76296861615643,0.000167908279807207,0.00125365826194047,6700,SPRR2A,small proline rich protein 2A
833.359766269158,-5.10358560691627,0.845894773427349,-6.03335753717669,1.60587566811331e-09,7.54890034066705e-08,4653,MYOC,myocilin
34449.0443875216,-5.02791940596284,1.49694615822868,-3.35878440137909,0.000782861189825272,0.00435065480902897,7053,TGM3,transglutaminase 3
22421.4230322913,-4.90163993266968,1.21355824027795,-4.03906443875905,5.36648218834241e-05,0.000497111655365738,11005,SPINK5,serine peptidase inhibitor Kazal type 5
318.676970305428,-4.77704065330741,0.74965192222416,-6.37234496662703,1.86159568101649e-10,1.15958334505154e-08,79933,SYNPO2L,synaptopodin 2 like
321.763810646509,-4.59981280231717,0.779142843171396,-5.90368357051738,3.55473673856838e-09,1.47442115829373e-07,339400,CCDST,cervical cancer associated DHX9 suppressive transcript
3704.75298410996,-4.52750517642145,1.07395984525302,-4.21571178515972,2.48991594713154e-05,0.000261430752966512,54869,EPS8L1,EPS8 signaling adaptor L1
355.990692385815,-4.35892574485979,0.649382961074527,-6.71241163711335,1.91433733340416e-11,1.56957853549993e-09,84417,ECRG4,ECRG4 augurin precursor
1524.14114413979,-4.3457716024056,0.520260984832545,-8.35306073124889,6.6516427712089e-17,1.83211185579485e-14,125,ADH1B,"alcohol dehydrogenase 1B (class I), beta polypeptide"
14296.7384350164,-4.27938453231403,1.32889862834474,-3.22024904009749,0.00128079278638217,0.00650845063082875,144568,A2ML1,alpha-2-macroglobulin like 1
5760.11487491741,-4.25877514974452,1.3030124459961,-3.26840711524352,0.00108154670791803,0.00567304218441711,84518,CNFN,cornifelin
1433.44913054817,-4.23902242631482,1.27507223073904,-3.32453513151788,0.000885660742116697,0.00479791873449082,112268153,LOC112268153,uncharacterized LOC112268153
349.056487391503,-4.21255372612267,0.761486667893891,-5.53201244845651,3.16577430714143e-08,9.65506392496352e-07,5121,PCP4,Purkinje cell protein 4
761.190688683808,-4.13416876383075,0.725553149488014,-5.6979544045092,1.21253467103766e-08,4.09474352127431e-07,221476,PI16,peptidase inhibitor 16
1970.46473749142,-4.1257280788637,0.73292741077982,-5.6291087196125,1.81143198418721e-08,5.90238872777305e-07,477,ATP1A2,ATPase Na+/K+ transporting subunit alpha 2
237.623703082667,-4.10864658698364,0.842199391393407,-4.87847251965587,1.06910555628652e-06,1.90365583295139e-05,1804,DPP6,dipeptidyl peptidase like 6
